Name;ID;RegistrationDate;Location;Owner;Flow;MaintenanceTime;Road
Светлоградская автостанция;26028;02.08.2016;356500 г. Светлоград Ставропольский край, г. Светлоград, ул. Комсомольская, д. 60;"ОАО ""Автовокзал""";20;5;1 вариант: г. Светлоград (ул. Трудовая), 2 вариант: г. Светлоград (ул. Комсомольская)
ОП с. Лондоко;79041;20.04.2017;"с. Лондоко а/д Р-297 «Амур» Чита– Невер – Свободный – Архара – Биробиджан – Хабаровск 1901км+295м (справа), 1900км+918м (слева)";"ФКУ ""Дальуправтодор""";12;5;"а/д Р-297 ""Амур"": автобусная остановка на км 1901"
ОП г. Донецк;61001;20.10.2016;346330 г. Донецк Ростовская область, г. Донецк, пр. Ленина, 27;"ПАО ""Донавтовокзал""";90;1;ул. Братьев Дорошевых, ул. Королева, ул. Ленина
"АВ ""Северный"" г. Тамбов";68018;20.10.2016;392018 г. Тамбов Тамбовская область, г. Тамбов, ул. Мичуринская, 46;"ООО ""Автовокзал""";2;5;1 вариант: со стороны г. Москвы: Р-22, ул. Киквидзе, ул. 40 лет Октября, ул. Гастелло, ул. Октябрьская, пересечение ул. Пролетарская и ул. Мичуринская, 2 вариант: Р-22, Тамбовская окружная автодорога, ул. Мичуринская
Кассовый пункт п. Краснохолмский;2014;20.08.2016;452852 п. Краснохолмский Республика Башкортостан, Калтасинский район, п.Краснохолмский, ул. Ленина, 44;"ГУП ""Башавтотранс""";6;4;1 вариант: со стороны г. Нефтекамска (западный въезд) - п. Краснохолмский (ул. Ленина), 2 вариант: со стороны г. Янаул (восточный въезд) - п. Краснохолмский (ул. Ленина)
КП п. Хотынец;57016;26.07.2016;пгт Хотынец Орловская обл., пгт Хотынец, ул. Привокзальная;"АО ""Орелавтотранс""";12;10;пгт Хотынец (ул. Батова)
АВ № 2 г. Владикавказ;15004;04.10.2016;г. Владикавказ РСО-Алания, г. Владикавказ, ул. Пушкинская, 49;"ОАО ""Владикавказское объединение автовокзалов""";14;1;г. Владикавказ (Карцинское шоссе, ул. Пушкинская)
ОП д. Акулово;50481;20.04.2017;д. Акулово а/д М-1 «Беларусь» Москва – граница с Республикой Беларусь 28км (справа), 28км (слева);"ГК ""Автодор""";12;2;"а/д М-1 ""Беларусь"": Съезд в остановочный карман км 28"
АВ г. Касимов;62001;05.12.2016;391330 г. Касимов Рязанская область, г. Касимов, ул. Советская, 134;"ООО ""ПассажирСервис""";25;10;г. Касимов (ул. Советская)
"ОП ""Струги Красные""";60138;20.02.2017;181110 п. Струги Красные Псковская область, п. Струги Красные, ул. Вокзальная, 3а;"ГП Псковской области ""Псковавтотранс""";8;10;п. Струги Красные (ул. Садовая, ул. Советская)
Тбилисская автостанция;23036;02.02.2017;352360 ст. Тбилисская Краснодарский край, ст. Тбилисская, ул. Октябрьская, 179;"АФ ""Кубаньпассажиравтосервис"" ОАО";13;10;1 вариант: ст. Тбилисская (ул. Красная, ул. Школьная, ул. Октябрьская), 2 вариант: ст. Тбилисская (ул. Чайковского (промышленная зона), ул. Переездная, ул. Октябрьская)
ОП п. Усть-Донецкий;61081;20.10.2016;346550 п. Усть-Донецкий Ростовская область, п. Усть-Донецкий, ул. Горького. 67;"ПАО ""Донавтовокзал""";30;1;ул. Промышленная, ул. Строителей, ул. Горького
ОП пгт. Пригорск;19050;05.05.2017;"пгт. Пригорск ФАД М-54 ""Енисей"" (Р-257 ""Енисей"") км 257+250 - км 424 Республика Хакасия, 382км+390м (справа), 382км+102м (слева)";"ФКУ ""Байкалуправтодор""";24;5;"ФАД М-54 ""Енисей"" (Р-257 ""Енисей"") км 257+250 - км 424 Республика Хакасия, 382км"
ОП п. Бира;79030;20.04.2017;"п. Бира а/д Р-297 «Амур» Чита– Невер – Свободный – Архара – Биробиджан – Хабаровск 1942км+185м (справа), 1942км+105м (слева)";"ФКУ ""Дальуправтодор""";12;5;"а/д Р-297 ""Амур"": автобусная остановка на км 1942"
КП Новосиль;57057;26.07.2016;г. Новосиль Орловская обл., г. Новосиль, ул. Коммунаров, д. 37а;"АО ""Орелавтотранс""";18;10;г. Новосиль (ул. Коммунаров)
